#,School Name,District,Block Name,School Type,UDISE ID
54, SHRI RAJDHARI TRIPATHI SANSKRIT U M VIDYALAYA KHAIRATI SIDHE GOUR GORAKHPUR,GORAKHPUR,BADHALGANJ,,9581201704
55, U.P.S. SADAK DUDHLEE MERGE,SAHARANPUR,PUNWARKA,,9011005104
56,* BHAGAWATI DHAM INTER COLL. KHARGIPUR,VARANASI,CHIRAIGAON,,9670712701
57,* RAGHUBANSH I.C. DHAURAHARA,VARANASI,CHOLAPUR,,9670603303
58,* SANJAY GANDHI VIDYA MANDIR U.M.V. BALUA,VARANASI,BARAGAON,,9670206202
59,* SARDAR PATEL I.C. BARAHAINI,VARANASI,ARAJILINES,,9670503702
60,* SHRI KHDESWARI BABA INTER COLLEGE CHANDPUR,VARANASI,CHIRAIGAON,,9670703402
61,* VIDYA VIHAR INTER COLLEGE SALARPUR RASULGARH SARNATH,VARANASI,CHIRAIGAON,,9670711701
62,- ANSUIYA MAHILA U.M.V. CHHOTI PIYARI,VARANASI,NAGAR NIGAM,,9670907810
63,- BHARATI NIKETAN U.M.V. ISHWARGANGI,VARANASI,NAGAR NIGAM,,9670908519
64,- GANESH VIDYA MANDIR BALIKA I.C. GANESH DIXIT LANE,VARANASI,NAGAR NIGAM,,9670908502
65,- INIDRA GANDHI MAHILA U.M.V. AGAUSTKUNDA VNS.,VARANASI,NAGAR NIGAM,,9670910910
66,- KAMALA BALIKA INTER COLLEGE BASANI,VARANASI,BARAGAON,,9670203904
67,- KAMALA PATI TRIPATHI BOYS INTER COLLEGE  SHASTRINAGAR,VARANASI,NAGAR NIGAM,,9670909620
68,- NATIONAL INTER COLLEGE PILIKOTHI,VARANASI,NAGAR NIGAM,,9670906320
69,- NAVYUG VIDYA MANDIR INTER COLLEGE CHAUKAGHAT,VARANASI,NAGAR NIGAM,,9670909627
70,- PS+UPS RAMAKANT SEWA SANSHTHAN,VARANASI,NAGAR NIGAM,,9670900103
71,- RUKMANI VIDYALAY I.C. BAIJNATTHA (TULSIPUR),VARANASI,NAGAR NIGAM,,9670901934
72,- SANATAN DHARM INTER COLLEGE,VARANASI,NAGAR NIGAM,,9670910931
73,- SARASWATI INTER COLLEGE SURIYA,VARANASI,NAGAR NIGAM,,9670908507
74,- SEWA BHARATI UTTAR BUNIYADI VIDYALAYA SEWAPURI,VARANASI,SEWAPURI,,9670400702
75,- SRI AGRASEN KANYA INTER COLLEGE TOWANHALL,VARANASI,NAGAR NIGAM,,9670908509
76,- SRI AGRASEN MAHAJANI MAHAVIDYALAYA I.C. CHAUKHAMBHA,VARANASI,NAGAR NIGAM,,9670908513
77,- SRI VALLABH VIDYAPEETH GIRLS I.C. BHAIRONATH,VARANASI,NAGAR NIGAM,,9670908518
78,- SUDHAKAR MAHILA I.C. KHAJURI PANDEYPUR,VARANASI,NAGAR NIGAM,,9670909709
79,-PRY. SCH. THEHAPUR,HARDOI,SHAHABAD,,9251108901
80,-SMT LILAWATI DEVI  PUBLIC SCHOOL POKHARBHINDA  MOTICHAK ,KUSHINAGAR,MOTICHAK,,9590700808
81,..DULAREY MASEH VIDIYA MAND,BIJNOR,KOTWALI,,9030812103
82,.P.S. JOGIYA KHURD,SIDDHARTHNAGAR,MITHAVAL,,9540624101
83,.P.S.PASONDA -2,GHAZIABAD,GHAZIABAD (MUN.AREA),,9090903513
84,.P.S.THANA,BULANDSHAHR,UCHAGAON,,9110506601
85,.PS. SARAUND,UNNAO,AURAS,,9260509901
86,.RAJKIYA SANT .RAVIDAS AVAM A.HIG.SEC. HAREWALI,BIJNOR,AFZALGRAH,,9030103004
87,01 PS PURE NEWALI,PRATAPGARH,SANGIPUR,,9431407208
88,1133 SHANTI NIKETAN I C VISHNU NAGAR LALABAZAR,PRATAPGARH,KALAKANKER,,9430606606
89,1135 INTER COLLEGE SANSARPUR,PRATAPGARH,SADAR,,9431309508
90,1304 KRIPA SHANKAR TIWARI UMV BHANGWA,PRATAPGARH,SADAR,,9431311808
91,1467 S A V U M V BARVALIYA KUNDA,PRATAPGARH,KALAKANKER,,9430608903
92,1480 LATE SETHANI SUSHILA GUPTA IC DHARAULI MUFRID,PRATAPGARH,MANGRAURA,,9431104111
93,1484 RAMA SHANKAR TRIPATHI I C RAITH HULASGARH,PRATAPGARH,LALGANJ,,9430804404
94,1486 BHAGWATI PRASAD MISHRA I C SAUMYA NAGAR JOGAPUR,PRATAPGARH,SANGIPUR,,9431402503
95,1491 PT. ADITYA NARAYAN SHUKLA  SMARAK I C ACHARI KA PURWA,PRATAPGARH,BIHAR,,9430311003
96,1493 SHER BAHADUR MAURYA U M V MANGRAURA,PRATAPGARH,MANGRAURA,,9431104304
97,1496 RAMA I C SARAI DALAPATI,PRATAPGARH,SANGIPUR,,9431407903
98,1504 KUSUM BALIKA VIDYALAY GYANPEETH BAHORIKPUR JAGAPUR,PRATAPGARH,BABAGANJ,,9430202503
99,1505 RAM MURTI MISHRA UMV AGAI,PRATAPGARH,LALGANJ,,9430800111
100,1506 Dr. BHEEMRAO AMBEDKAR U M V KHANKAH MANIKPUR,PRATAPGARH,KALAKANKER,,9430604211
101,1518 RYS PUBLIC I C KHANDWA,PRATAPGARH,RAMPUR-SANGRAMGARH,,9431611504
102,1530 Hafiz Mohd. Akhrujjama Kha Memo College Ahmad Nagar,PRATAPGARH,SHIVGARH,,9431707702
103,1538 Ramphal I C Denhgari Jamalpur Kunda,PRATAPGARH,KUNDA,,9430703107
104,1539 Harish Chandra Gupta I C Pure Kheechar Sariyawan,PRATAPGARH,KUNDA,,9430707903
105,1540 Ruabun Nisha Alp U M V Sagra Sundarpur,PRATAPGARH,LAXMANPUR,,9430906215
106,1548 K D YADAV MEMO U M V RAMAPUR,PRATAPGARH,GAURA,,9431807110
107,1567 ROHINI DEVI SHKSHAN SANSTHAN AMIPUR,PRATAPGARH,BABAGANJ,,9430200304
108,1569 RAM NARESH YADAV U M V BENTI KUNDA,PRATAPGARH,KUNDA,,9430705312
109,1575 DEV MURAT SINGH GIRLS I C DAMDAM GAURA,PRATAPGARH,GAURA,,9431803305
110,1577 MEERA DEVI I C LODIPUR DEVARPATTI,PRATAPGARH,BIHAR,,9430303608
111,1591 PARIRAJI DEVI VANSHIDHAR YADA SMARAK I C HALAMAI CHHITPALGARH,PRATAPGARH,MANDHATA,,9431011103
112,1598 UMA DEVI INTER COLLEGE HALAMAU CHITPALGARH,PRATAPGARH,MANDHATA,,9431011102
113,1603 BABU AMAR PAL SINGH INTER COLLEGE MANDHATA,PRATAPGARH,MANDHATA,,9431007210
114,1606 SARASWATI SHISHU MANDIR U M V GARWARA,PRATAPGARH,SADWA-CHANDRIKA,,9431503210
115,17 SANSKRIT U M VIDYALAY DAKHAWA BAZAR GORAKHPUR,GORAKHPUR,BELGHAT,,9581708004
116,A . P. B . BALIKA VIDYALAYA H. S. SCHOOL,KANPUR NAGAR,SHASTRI NAGAR,,9341400114
117,A A M PUBLIC SCHOOL,BIJNOR,KIRATPUR,,9030704518
118,A B PUBLIC INTER COLLEGE  SHUKLAGANJ,UNNAO,SIKANDERPUR SAROSI,,9260905546
119,A B V M HSS DODIYA SUNOURA UTMANPUR BAGARMAU UNNAO,UNNAO,BAGARMAU,,9260212701
120,A D MEMORIAL CONVENT SCHOOL VARI PRATAPPUR ALLAHABAD,PRAYAGRAJ,PRATAP PUR,,9450402209
121,A D PUBLIC SCHOOL KHURJA,BULANDSHAHR,KHURJA NAGAR,,9112601808
122,A J K BALIKA VIDAYAL SARAI GANGA PABBI,MAU,BADRAW,,9620703006
123,A JANTA U P S MOLNA RASOOLPUR,AMBEDKAR NAGAR,RAMNAGAR,,9480802102
124,A K CHILDREN ACADEMY,GHAZIABAD,GHAZIABAD (MUN.AREA),,9090908013
125,A K CHILDREN ACADEMY,GHAZIABAD,RAZAPUR,,9090204403
126,A K G INTER COLLEGE,JYOTIBA PHULE NAGAR (AMROHA),JOYA,,9062104510
127,A K SMARAK UCCHTER MADHYAMIK VIDYALAY MAJNAI MILKIPUR AYODHYA,FAIZABAD,MILKIPUR,,9471200513
128,A L  NOMANI INTER COLLEGE MAU,MAU,NAGAR KSHETRA MAU,,9621004202
129,A L Y M I C LAKHPEDA CHAURAHA RANI KHERA,UNNAO,HASANGANJ,,9260707602
130,A P ACADEMY INTER COLLEGE MEERPUR JAKHERA,MEERUT,JANI,,9070405004
131,A P J PUBLIC SCHOOL PREM GARDEN PASONDA,GHAZIABAD,GHAZIABAD (MUN.AREA),,9090903527
132,A P PUBLIC SCHOOL KAIMGANJ,FARRUKHABAD,KAIM GANJ,,9290109810
133,A P PUBLIC UCHCHTAR MADHYAMIC SCHOOL VAHIDPUR MARG LADIGAWAN,FATEHPUR,BAHUA,,9420704604
134,A P S RAGHOPATTI,MAU,PARDAHA,,9620404702
135,A P TIWARI MEMORIAL PUBLIC SCHOOL JAITAPUR,BALRAMPUR,GAINSARI,,9522309209
136,A P V S L I SINGH IN TER COLLEGE VIGAHIYA,SITAPUR,KASMANDA,,9240600105
137,A S M JHS JAGUA KHURD,JYOTIBA PHULE NAGAR (AMROHA),JOYA,,9062103214
138,A S P M PUBLIC SCHOOL SUMERGARH,MAHARAJGANJ,PARTAWAL,,9570504704
139,A SAHEED R L S S H S V MAHESHKHERA UNNAO,UNNAO,SUMERPUR,,9261604604
140,A V INTER COLLEGE,BULANDSHAHR,ARNIA,,9110400106
141,A V M PUBLIC SCHOOL,BULANDSHAHR,KHURJA NAGAR,,9112600704
142,A V M PUBLIC SCHOOL SHIKARPUR ROAD KHURJA,BULANDSHAHR,KHURJA NAGAR,,9112602113
143,"A,L,BAY. MANPURIYA HIGH SCHOOL ALAMNAGAR LKO.",LUCKNOW,"NAGAR SHAITRA, LUCKNOW",,9270901849
144,A. .S. I.C.,PRATAPGARH,BABAGANJ,,9430206604
145,A. S. H. S & G. R. S INTER COLLEGE BASTI,BASTI,TOWN AREA,,9551404610
146,A. V. INTER C. KUNWA KHERA,KANPUR NAGAR,BHITERGAON,,9340803303
147,A.A. KHAN MEMO. INTER COLLEGE,BAREILLY,MAJHGAWAN,,9201006417
148,A.B. GIRLS INTER COLLEGE,KANNAUJ,TAL GRAM,,9300300120
149,A.B.C.PUBLIC SCHOOL,GHAZIABAD,GHAZIABAD (MUN.AREA),,9094103907
150,A.B.INTER COLLEGE PANDARWA KIL,HARDOI,PIHANI,,9250209304
151,A.B.M. HIGHER SECONDARY SCHOOL,ETAH,NIDHAULI KALAN,,9170905537
152,A.B.S. PUBLIC SCHOOL,GORAKHPUR,GAGAHA,,9580308605
153,A.B.V. INTER COLLEGE,KANPUR NAGAR,SADAR BAZAR,,9341200163
154,A.C.D PUBLIC HIGHER SECONDRY SCHOOL,LUCKNOW,MOHAN LAL GANJ,,9270500205
155,A.D. GOVT. GIRLS I. C. PURDILPUR BANK ROAD,GORAKHPUR,NAGAR KSHETRA,,9580203302
156,A.D. PUBLIC SCHOOL SAPAI,KANPUR NAGAR,BIDHNU,,9340203013
157,A.D.R.S. PUBLIC SCHOOL GAGAHA,GORAKHPUR,GAGAHA,,9580308201
158,A.G.M. INTER COLLEGE,PILIBHIT,BILSANDA,,9210402504
159,A.H. INTER COLLEGE,AMETHI - CSM NAGAR,MUSAFIRKHANA,,9730301002
160,A.H. INTER COLLEGE,AMETHI - CSM NAGAR,JAGDISHPUR,,9730100402
161,A.H. INTER COLLEGE PAIDI,SANT KABIR NAGAR,SEMARINYAVA,,9561716401
162,A.H.AGRI INTER COLLEGE UJIYAR DUDHARA,SANT KABIR NAGAR,SEMARINYAVA,,9562105702
163,A.H.M HUSSAINIYA JUNIOR ACADEMY SHAHPUR,SAHARANPUR,SADHOLI KADIM,,9010408605
164,A.H.P INTER COLLEGE,SAHARANPUR,MUZAFFARABAD,,9011202009
165,A.H.P.S. PARSARA,BALLIA,SEAR,,9630102502
166,A.I.C.BARDIHA,AZAMGARH,HARRAIYA,,9611407804
167,A.I.C.GODAUR,GHAZIPUR,BHAWARCOL,,9651302104
168,A.I.C.JOGA MUSHAHIB,GHAZIPUR,BHAWARCOL,,9651307302
169,A.I.COLLEGE UMRI,BIJNOR,AAKU(NEHTOR),,9030309104
170,A.J.B.K.I.C JAMALPUR,BALLIA,BAIRIA,,9631601504
171,A.J.P.V.AAJAMBANDH,AZAMGARH,JAHANAGANJ,,9612011701
172,A.JANTA.I.C.AUNG,FATEHPUR,MALAWAN,,9420425802
173,A.K KAMLA DEVI INTER COLLEGE MADHNAPUR,BARABANKI,SIRAULI GAUSPUR,,9460200111
174,A.K. (AMAN KANYA) CHILDREN S. J.H.S,JAUNPUR,SIRKONI,,9640101805
175,A.K. GIRLS INTER COLLEGE,KANPUR NAGAR,KIDWAI NAGAR,,9341400150
176,A.K. HIGHER SECONDARY SCHOOL,KANPUR NAGAR,KIDWAI NAGAR,,9341400159
177,A.K. INTER C.SIHATIKAR,SANT KABIR NAGAR,BAGHAULI,,9561600104
178,A.K. INTER COLLEGE 1036,FIROZABAD,SHIKOHABAD,,9160200103
179,A.K. MUSLIM INTER COLLEGE,BIJNOR,NAGINA(NAGAR),,9031501705
180,A.K. PUBLIC SCHOOL,MEERUT,SARDHANA,,9070600632
181,A.K.K.INTER COLLEGE AMROHA,JYOTIBA PHULE NAGAR (AMROHA),AMROHA CITY,,9062202556
182,A.K.PUBLIC SCHOOL,MORADABAD,MORADABAD,,9040800115
183,"A.K.S. PUBLIC INTER COLLEGE, CHANDRAKHA BUJURG",SHRAWASTI,GILAULA,,9510108502
184,A.K.S.H.S. SCHOOL 02-1246,FIROZABAD,ARAWN,,9160700111
185,A.M.B. INTER COLLEGE RAIKEPUR,KANPUR NAGAR,KALYANPUR,,9340302005
186,A.M.U CITY GIRLS HIGH SCHOOL ALIGARH,ALIGARH,NAGAR ALIGARH,,9121306220
187,A.N.D. INTER COLLEGE,GHAZIPUR,KASIMABAD,,9651201505
188,A.N.S.S.I.C. SHIVDHARIYA,DEORIA,BHLUANI,,9600603606
189,A.P. GUPT INTER COLLEGE,GORAKHPUR,BAANSGAON,,9580415010
190,A.P. INTER COLLEGE,GONDA,MANKAPUR,,9530804709
191,A.P. INTER COLLEGE SANICHARA BAZAR,SANT KABIR NAGAR,PAULI,,9561011410
192,A.P. SEN MEMO GIRLS I.C. CHARBAGH,LUCKNOW,"NAGAR SHAITRA, LUCKNOW",,9270916566
193,A.P.G.R GLOBAL SR. SEC. SCHOOL INAMIPUR GHOSI,MAU,GHOSI,,9620506603
194,A.P.P. BALBHADARPUR,AZAMGARH,MEHNAGER,,9610508001
195,A.P.S GIRLS INTERMEDIATE COLLEGE BANVARIPUR,BHADOI,AURAI,,9710408502
196,"A.P.S PUBLIC SCHOOL, BHOODBARAL",MEERUT,MEERUT,,9070100606
197,A.P.S. INTER COLLEGE KHEMPUR,SAMBHAL (BHIM NAGAR),ASMOLI,,9680108704
198,A.P.S. PAESHURAMPUR,AZAMGARH,MOHAMMADPUR,,9611809601
199,A.P.S.ANJANSHHID,AZAMGARH,AZMATGARH,,9611600302
200,A.R. SUNRISE PUBLIC INTER COLLEGE KHALIDPUR,SAHARANPUR,GANGOH,,9010314602
201,A.R.M. HIGHER SECONDARY SCHOOL,BAREILLY,NAWABGANJ,,9200406506
202,A.R.M. J.S. AFZALGARH,BIJNOR,AFZALGRAH,,9030109407
203,A.R.S.S.I.COLLEGE BHITHAI,HARDOI,MADHOGANJ,,9251907404
204,A.S. ADARSH PS KISHANPUR,ALIGARH,NAGAR ALIGARH,,9121307806
205,A.S. ARYA INT.COL. ETAH,ETAH,ETAH (URBAN),,9171601205
206,A.S. CONVENT SCHOOL ,PRAYAGRAJ,BAHADURPUR,,9454101095
207,A.S. INTER COLLEGE,MEERUT,MAWANA NAGAR,,9071400102
208,A.S. JUBLEE I.C. MIRZAPUR,MIRZAPUR,NAGAR PALIKA,,9691304404
209,A.S. PUBLIC SCHOOL,MEERUT,RAJPURA,,9070200210
210,A.S.C.A VIDYA MANDIR,GORAKHPUR,SAHJANWA,,9580507701
211,A.S.I. COLLEGE,KANNAUJ,KANNAUJ,,9300105802
212,A.S.I.C.,FATEHPUR,NAGAR FATEHPUR,,9421401722
213,A.S.M. MODERN ACADEMY KHATA,JYOTIBA PHULE NAGAR (AMROHA),JOYA,,9062103710
214,A.S.M.P.D. INTER COLLEGE,RAE BARELI,SARENI,,9282103304
215,A.S.N.MASEERPUR,AZAMGARH,LALGANJ,,9610400404
216,A.S.V.V. INTER COLLEGE,HARDOI,TN.AR. HARDOI,,9252500326
217,A.V. INTER COLLEGE,FARRUKHABAD,SHAMSABAD,,9290200112
218,A.V.INTER COLLEGE DAHA,BAGHPAT,BINOLY,,9080304606
219,A.V.M.BARDAH,AZAMGARH,THEKMA,,9612100205
220,A.V.MANDIR  REC.,MATHURA,NOHJHEEL,,9140907605
221,A.V.P INTER COLLEGE,KUSHINAGAR,FAZIL NAGAR,,9590909003
222,A.V.SA.D.JAIN K.P.S.SHAKRAULI,ETAH,JALESAR,,9170600102
223,A.V.SA.D.JAIN K.UPS.SHAKRAULI,ETAH,JALESAR,,9170600103
224,A.V.V.M. NAHIL PS,SHAHJAHANPUR,PUWAYA,,9221406905
225,"AADARSH  INTER COLLAGE, VISUNDARPUR",MIRZAPUR,NAGAR PALIKA,,9691302905
226,AADARSH  SHIKSHKASADAN PS MUZAHIDAPUR,MUZAFFARNAGAR,KHATAULI,,9021401507
227,AADARSH BHARTIYA BALIKA INTER COLLEGE,MIRZAPUR,NAGAR PALIKA,,9691303104
228,AADARSH DYANAND SS N.RAUTARA,KANPUR NAGAR,BIDHNU,,9340200904
229,AADARSH GRAMO PUB SCHOOL,JYOTIBA PHULE NAGAR (AMROHA),GANGESHWARI,,9061608702
230,AADARSH HIGH S. DOLATA BAD,BIJNOR,BURHANPUR(SEOHARA),,9030400503
231,AADARSH INTER COLLEGE,MEERUT,DAURALA,,9070803305
232,AADARSH INTER COLLEGE TATIYAGANJ,KANPUR NAGAR,CHAUBEPUR,,9340406401
233,AADARSH INTERMEDIATE COLLEGE,GORAKHPUR,PIPRAICH,,9581903107
234,AADARSH INTERMEDIATE COLLEGE A,MIRZAPUR,NARAYANPUR,,9690913007
235,AADARSH JANTA UPS MOLANA RASOOLPUR,AMBEDKAR NAGAR,RAMNAGAR,,9480814001
236,AADARSH JUNIUR HIGH SCHOOL TATIYAGANJ,KANPUR NAGAR,CHAUBEPUR,,9340406403
237,AADARSH P.P. REKAWARDIH,MAU,PARDAHA,,9624103445
238,AADARSH PUBLIC VIDHYALAYA SABDALPUR,BIJNOR,BURHANPUR(SEOHARA),,9030402102
239,AADARSH SHIKSHA BAL BIHAR LMV BAKHIRA,SANT KABIR NAGAR,BAGHAULI,,9561603708
240,AADARSH SHIKSHA NIKETAN SAMAJ KALYAN,MAU,RANIPUR,,9624106695
241,AADARSH SHRI GOSVAMI BABA I.C.,SULTANPUR,BALDIRAI,,9492605304
242,AADARSHA  VIDHYAPEETH INTER COLLEGE GULAOTHI,BULANDSHAHR,GULAOTI,,9111000115
243,AADHAR INTERNATIONAL SCHOOL,HAPUR (PANCHSHEEL NAGAR),HAPUR,,9750502106
244,AADHAR PUBLIC SCHOOL,ALIGARH,NAGAR ALIGARH,,9121305305
245,AADHAR SHILA INTER COLLEGE BARNAIYA,KHERI,PASGAWAN,,9231414902
246,AADHARSHILA THE SCHOOL,BIJNOR,JALILPUR,,9030601905
247,AADI SHAKTI MODERN PUBLIC HIGHER SECONDARY SCHOOL,GONDA,TARABGANJ,,9530406706
248,AADI SHAKTI SRI DURGA VIDYA MANDIR HIGHER SECONDARY SCHOOL,FAIZABAD,SOHAWAL,,9471004107
249,AADITYA NARAYAN JAYSWAL BALIKA INTER COLLAGE MADHUPUR,SONBHADRA,KARMA,,9700319523
250,AADRASH BAL VIDH.,ALIGARH,JAWAN,,9120603003
251,AADRASH JANTA HIGH SCHOOL HASANPUR LU,SHAMLI (PRABUDH NAGAR),THANABHAWAN,,9741002105
252,AAJAD H.S. SCHOOL,SULTANPUR,AKHANDNAGAR,,9492402903
253,AAKANSHA PUBLIC INTER COLLEGE,AMETHI - CSM NAGAR,JAGDISHPUR,,9730101709
254,AAKASH EDUCATION CNETRE H.S. SCHOOL,KANNAUJ,TAL GRAM,,9300300124
255,AALDI-2,SHAMLI (PRABUDH NAGAR),KANDHLA,,9740704102
256,AAMAR.SAHID.C.A.U.M.V,GORAKHPUR,SAHJANWA,,9580507707
257,AARYA BANDHU PUBLIC SCHOOL,GHAZIABAD,RAZAPUR,,9090201549
258,AARYA KANYA INTER COLLEGE,BAHRAICH,NAGAR AREA,,9501302002
259,AARYA KANYA INTER COLLEGE,PILIBHIT,N. P. PILIBHIT,,9210904257
260,AASARFILAL LAXMI NARAYAN I.COLL.,BUDAUN,DEHGANWAN,,9191804211
261,AASTHA CHILD CARE EDUCATION CENTRE,KANPUR NAGAR,KIDWAI NAGAR,,9342103107
262,AASTHA PUBLIC SCHOOL,ALIGARH,NAGAR ALIGARH,,9121305812
263,AASTHA PUBLIC SCHOOL,SHAMLI (PRABUDH NAGAR),KAIRANA,,9740800714
264,AATMDEEP VIDYALAYA,GORAKHPUR,KHORABAR,,9582004703
265,AAWISHKAR THE SCHOOL,GHAZIABAD,GHAZIABAD (MUN.AREA),,9090905212
266,AAZAD HIND I COLL KARHAL,MAINPURI,KARHAL,,9180811516
267,ABALONE PUBLIC SCHOOL NIGHASAN,KHERI,NIGHASAN,,9230906802
268,"ABBAS INTER COLLEGE, CHOWKI HASAN KHAN",MORADABAD,MORADABAD CITY GIRLS,,9041402801
269,ABBIE RICH INTER COLLEGE SPN,SHAHJAHANPUR,T.A.SHAHJAHANPUR,,9221502005
270,ABC INTER COLLEGE UNNAO,UNNAO,NAVABGANJ,,9260806503
271,ABC PUBLIC SCHOOL,BULANDSHAHR,KHURJA NAGAR,,9112602506
272,ABDUL HAMID KHAN MEMORIAL EDUCATION ACADEMY  ,KANSHIRAM NAGAR,PATIYALI,,9724100119
273,ABDUL HAMID MEMO INTER COLLEGE,MORADABAD,KUNDERKI,,9040711803
274,ABDUL MAZID MEMORIAL JHS,JYOTIBA PHULE NAGAR (AMROHA),HASANPUR CITY,,9062500143
275,ABDUL RAZZAK MUSLIM J.S,BIJNOR,AFZALGRAH,,9030109408
276,ABDUL RAZZAK MUSLIM SCHOOL,BIJNOR,AFZALGRAH,,9030109402
277,ABDUL SALAM MUSLIM GIRLS INTER COLLEGE,MORADABAD,MORADABAD CITY GIRLS,,9041402828
